nose_y,nose_x,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,target
0.5488082,0.035687044,0.57511747,0.0128032295,0.5298015,0.010862686,0.61785555,0.013154179,0.51696897,0.009377481,0.6863979,0.118692204,0.46266264,0.068226784,0.7035116,0.28783494,0.34499604,0.018192334,0.7205055,0.4159081,0.3889875,0.022626035,0.58272195,0.40835494,0.4569459,0.3891916,0.59244204,0.6158843,0.36871132,0.5848334,0.5732272,0.7876529,0.35418665,0.7501506,0
0.5507908,0.028763238,0.5820073,0.014857199,0.53919184,0.006964799,0.62942165,0.024001872,0.53330255,0.0044627115,0.67414755,0.15551883,0.45588014,0.061280366,0.7074187,0.30873817,0.34366322,0.01613981,0.74466753,0.42723998,0.3916076,0.014641529,0.5480483,0.4116357,0.41877055,0.38891345,0.57486296,0.62650645,0.3253457,0.594555,0.5760504,0.8103577,0.26129028,0.78706354,0
0.48362505,0.006632799,0.50647825,-0.007253714,0.46939915,-0.0061856266,0.56060857,0.0021384037,0.46705806,0.00642004,0.64688605,0.11166205,0.41503203,0.072810926,0.67300797,0.2773003,0.24032426,0.02273634,0.69607365,0.41582584,0.22165516,0.015536083,0.5605642,0.4150669,0.4292233,0.39562625,0.5749776,0.6252829,0.31436586,0.5910864,0.5655019,0.79174274,0.25731015,0.78230304,0
0.4700327,0.0039000544,0.48668906,-0.012285715,0.4469127,-0.008055748,0.5338526,-0.0072771176,0.42946732,0.009364593,0.62611824,0.06948176,0.39944535,0.096505,0.6961703,0.18816356,0.24072054,0.17008094,0.7811595,0.23762684,0.1895594,0.04117965,0.59024477,0.40284532,0.44834542,0.38562793,0.581784,0.60418427,0.3261622,0.58301264,0.56468356,0.7804582,0.24160695,0.7911765,0
0.35779545,0.063495055,0.3655972,0.027560135,0.34107706,0.057317536,0.4108253,0.0015123518,0.35018644,0.06353565,0.554293,0.026367977,0.37931883,0.17235212,0.60734016,0.021247435,0.37948662,0.30644348,0.59590167,0.023034861,0.3201715,0.40852767,0.59902,0.3711098,0.46131027,0.38430232,0.58065414,0.5943661,0.34650064,0.5774683,0.56411964,0.7551085,0.31192082,0.73188055,0
0.32208538,0.07383917,0.3285027,0.034232005,0.3011719,0.06564317,0.37144387,0.007171328,0.3135222,0.07317403,0.5298731,0.036050174,0.35553926,0.18314688,0.6083278,0.0124592995,0.37593037,0.3272618,0.5359881,0.019787215,0.3212387,0.42960238,0.6046901,0.36458382,0.46637768,0.38720477,0.58643115,0.5979536,0.3595116,0.5884429,0.56871736,0.7509897,0.33483455,0.7225039,0
0.32097208,0.089965224,0.32435304,0.051132135,0.30141833,0.08291504,0.36267048,0.019820731,0.31349558,0.08871095,0.5286864,0.035233736,0.35030532,0.19766021,0.60867274,0.013683861,0.37118897,0.3459493,0.5191564,0.030861905,0.3313681,0.44913405,0.61166286,0.36725324,0.47726402,0.39238748,0.5880428,0.6161679,0.37310708,0.60047746,0.568098,0.7534444,0.33209625,0.7226994,0
0.30908734,0.08209304,0.3130846,0.04124657,0.2871689,0.074985415,0.3537559,0.0068262657,0.2939737,0.07635828,0.52434844,0.023353186,0.33907592,0.19305442,0.601652,0.011029109,0.37271112,0.33652204,0.5017127,0.033429638,0.3391425,0.4483392,0.6048697,0.36165676,0.47074008,0.3909144,0.5842627,0.6133243,0.36733192,0.6050194,0.5659473,0.75232834,0.33413994,0.7208206,0
0.31202662,0.08328584,0.3149831,0.043339983,0.29031792,0.07774983,0.35563654,0.010084706,0.29817316,0.08052592,0.5256609,0.027815994,0.34023306,0.2000109,0.6032852,0.011702787,0.37445432,0.34264165,0.5103899,0.029191999,0.34301147,0.44882566,0.6101824,0.36405528,0.47645456,0.39274794,0.5883444,0.6056399,0.36753258,0.61076593,0.56955814,0.7498921,0.33267498,0.722641,0
0.3152076,0.06402373,0.3219528,0.025403518,0.29161453,0.05957757,0.36052105,-0.0026158493,0.298378,0.07013388,0.5253035,0.02535612,0.33294272,0.18078479,0.5699958,0.016859088,0.35490906,0.32779616,0.5142758,0.02769575,0.3080647,0.4278717,0.60843426,0.35372505,0.46699426,0.38004288,0.58822215,0.59660107,0.36715946,0.59312785,0.5694949,0.74584526,0.33051142,0.7206154,0
0.31581956,0.0614433,0.32225934,0.023752136,0.29390195,0.056432344,0.36645,-0.0020227781,0.30425906,0.06798267,0.52671075,0.02684788,0.33399665,0.17718957,0.5735177,0.016865304,0.35504004,0.32702827,0.51061696,0.033441532,0.30240843,0.4356149,0.60632455,0.35612032,0.465463,0.38086867,0.58565897,0.600711,0.36706805,0.5923964,0.56871784,0.7471901,0.33158678,0.71950257,0
0.34485984,0.013520315,0.35502332,-0.009297317,0.32301068,0.010860607,0.3999706,-0.0051557114,0.3195119,0.042812787,0.530301,0.017226595,0.3456715,0.16537082,0.58346826,0.030934367,0.33538622,0.30201247,0.5452333,0.028110346,0.29716417,0.4279024,0.5957879,0.35052514,0.45723438,0.37254554,0.5856948,0.58653235,0.36508283,0.58668214,0.5716241,0.74101114,0.3169729,0.72409904,0
0.33472204,0.03391163,0.34193093,0.005998833,0.31260413,0.032571122,0.38829657,-0.0024150896,0.3188136,0.054304745,0.5346419,0.017607352,0.3480726,0.180086,0.6008121,0.009758163,0.33156896,0.31364685,0.554757,0.0194395,0.30227742,0.42073554,0.61130416,0.35670692,0.46891326,0.38003153,0.58894503,0.58653164,0.37397584,0.58570683,0.57130635,0.7460231,0.3333143,0.7167992,0
0.36550385,0.0036661567,0.37625974,-0.02131476,0.33943328,-0.0012626705,0.41218334,-0.012711658,0.32221854,0.024994906,0.53096133,0.013093854,0.3335395,0.16264743,0.64408934,0.027378328,0.30593443,0.30041108,0.57033443,0.027292684,0.25954717,0.42864773,0.5943849,0.36050653,0.45562837,0.38429496,0.58311474,0.58774644,0.367866,0.605149,0.566552,0.74636835,0.30638096,0.73038787,0
0.3922025,0.016060973,0.40263265,-0.014382551,0.36168915,0.004037509,0.43363184,-0.009688921,0.33884567,0.028483316,0.5422544,0.021506544,0.34630975,0.16922885,0.69129324,0.015053447,0.30484998,0.29925233,0.59922874,0.018173642,0.24843179,0.42726728,0.59955305,0.36348197,0.46008572,0.38621104,0.5850527,0.5907209,0.3731364,0.6000103,0.5692107,0.7455696,0.31774148,0.72474134,0
0.38396773,0.025513178,0.39882433,-0.0053419154,0.3543728,0.016170744,0.42427558,-0.0071547357,0.33370218,0.038538437,0.5375006,0.022466611,0.3390993,0.17101842,0.61969554,0.031748928,0.3059559,0.30431426,0.5728164,0.022542905,0.25840917,0.42900676,0.6010839,0.36141825,0.46558556,0.3825787,0.58813894,0.5867989,0.378564,0.5968807,0.57489336,0.7451407,0.32650036,0.72804105,0
0.3865658,0.016793972,0.3983431,-0.014930606,0.3540692,0.0044636633,0.42306936,-0.01608477,0.3262469,0.020543713,0.5253885,0.012004336,0.32645446,0.1678341,0.5974468,0.008669013,0.3091452,0.3142869,0.573173,0.018807363,0.27632424,0.43529245,0.6061412,0.3510401,0.47064507,0.37859595,0.5864176,0.5790212,0.37221476,0.59603906,0.5709113,0.73659366,0.30628923,0.72367376,0
0.50306636,0.03837095,0.50058126,0.026741398,0.49521518,0.020415112,0.45970595,0.01975662,0.44500396,0.011224618,0.4380936,0.073091045,0.36036903,0.024539378,0.5332561,0.021724094,0.37672505,0.04920666,0.45728764,0.06021498,0.4308816,0.023561455,0.38829827,0.3439393,0.33103994,0.334913,0.41004527,0.5081798,0.3765148,0.54123133,0.39395747,0.6781139,0.37476835,0.7412397,0
0.5068387,0.033698313,0.5076891,0.02401675,0.50324035,0.017262451,0.47069925,0.01539871,0.4554579,0.0062475344,0.44249815,0.051170312,0.38218316,0.013788874,0.5260713,0.031290486,0.5149569,0.036634035,0.5359971,0.00915141,0.51266176,0.012526572,0.38109896,0.339077,0.33704644,0.33416462,0.40621492,0.47542477,0.38851988,0.5213966,0.3881595,0.67008877,0.38050073,0.7285771,0
0.42707115,0.03096263,0.42126292,0.01821634,0.4254145,0.014673054,0.3828629,0.021061819,0.3990079,0.007002318,0.30343473,0.1226148,0.39311683,0.01959233,0.25446504,0.25277174,0.41653833,0.12196314,0.24786532,0.3848108,0.44594342,0.20733866,0.32071194,0.35013017,0.38213003,0.32916847,0.3818754,0.5293695,0.5099821,0.5128587,0.34982547,0.7159672,0.4138192,0.7008679,0
0.38692445,0.020532796,0.3689724,0.016022936,0.38502562,0.011828389,0.33837876,0.034857325,0.37347245,0.017458864,0.30562687,0.12067746,0.40294594,0.044125013,0.28394333,0.27535444,0.4252195,0.035994638,0.28730935,0.4141233,0.381312,0.04236938,0.40366626,0.37378073,0.49969098,0.3661253,0.38757512,0.52809227,0.53703475,0.5095635,0.35356385,0.6843635,0.5155074,0.72149104,0
0.34016597,0.0415596,0.3213315,0.044021558,0.34017396,0.029296406,0.3028323,0.0757128,0.3496557,0.032522723,0.30253357,0.18557672,0.4073485,0.04774905,0.304067,0.31281725,0.42855677,0.026348239,0.32546824,0.43266356,0.41622853,0.03720448,0.43369016,0.37497437,0.5222826,0.35871762,0.39917892,0.52969277,0.5654533,0.5216893,0.36783478,0.6881839,0.51733977,0.7324939,0
0.37058312,0.018098842,0.360311,0.011395562,0.3791588,0.0088226795,0.31875116,0.027325174,0.37214833,0.012660541,0.27643126,0.13401286,0.40415764,0.04442659,0.2483955,0.27814907,0.46278495,0.027858127,0.2529179,0.3898636,0.41806576,0.048177287,0.36528182,0.37513122,0.46138844,0.3612442,0.36170894,0.5410111,0.5442034,0.50093603,0.343101,0.6960418,0.52215004,0.70018476,0
0.3583501,0.020330727,0.34091455,0.013436653,0.36290914,0.009162644,0.3063861,0.025724355,0.3626332,0.011900275,0.26014417,0.13411981,0.39911374,0.04780781,0.25079584,0.26890174,0.4742772,0.027924124,0.2539414,0.38067776,0.4493626,0.035912097,0.33474988,0.3648275,0.41667247,0.34793776,0.35741946,0.54254854,0.5253259,0.5014389,0.3392349,0.68907773,0.51061463,0.6892698,0
0.4084732,0.026666347,0.40673134,0.014787525,0.41939902,0.014824208,0.36073965,0.008529767,0.4044344,0.014807537,0.2732029,0.080420785,0.38952243,0.07450947,0.2854463,0.23161411,0.40041372,0.22154748,0.35886532,0.26505333,0.40415603,0.25797665,0.30104178,0.35704803,0.39189422,0.35383815,0.33464044,0.53126204,0.5068393,0.5001533,0.3366623,0.67880845,0.50996053,0.68358487,0
0.42721173,0.057557832,0.4300859,0.038398083,0.43165147,0.037283853,0.39056143,0.02113311,0.3937435,0.0267376,0.3007202,0.08609678,0.3541617,0.10954368,0.3345146,0.24914089,0.37096584,0.27536762,0.41796106,0.3738632,0.4402671,0.39847717,0.31272426,0.3654515,0.37015805,0.37291,0.33631963,0.5464649,0.5143644,0.5055568,0.33822224,0.68556106,0.5294442,0.6781675,0
0.3531202,0.02517866,0.3442367,0.010782408,0.3530266,0.010918232,0.30085176,0.016655732,0.3296838,0.015817113,0.22981751,0.083123446,0.34319568,0.09706833,0.30753568,0.23119251,0.39220256,0.2501885,0.40575933,0.24557573,0.42362842,0.30271542,0.29802412,0.36265588,0.38423997,0.36243472,0.3357726,0.525705,0.52098143,0.48569793,0.33840093,0.6755229,0.53936803,0.6753291,0
0.346641,0.036003694,0.34014213,0.02078533,0.34824964,0.02036158,0.29855728,0.022142988,0.32233828,0.020218207,0.22958127,0.09030082,0.33089602,0.095775545,0.31260478,0.24471709,0.38754842,0.2500172,0.39699596,0.285376,0.4189009,0.29102534,0.29722124,0.36475083,0.38118666,0.36252806,0.33499157,0.52303416,0.5195955,0.49088413,0.3391422,0.6753334,0.539271,0.67626226,0
0.34266204,0.032402,0.33629704,0.017947795,0.34317192,0.017786998,0.29375708,0.019939132,0.31690598,0.019282896,0.2301715,0.08847036,0.32625777,0.09416845,0.30901653,0.24066347,0.37876698,0.24615364,0.39061603,0.2910185,0.40832448,0.29484323,0.29684287,0.35958993,0.37740764,0.35858107,0.3349131,0.5236254,0.5194558,0.48737726,0.3379353,0.6744429,0.542292,0.6725174,0
0.35484096,0.03968978,0.35157976,0.02539958,0.35170722,0.02279321,0.31838447,0.018599652,0.314591,0.019921795,0.24781178,0.08052981,0.28385848,0.07857882,0.33429986,0.25873426,0.36092147,0.2599322,0.3916039,0.32162946,0.40459058,0.3795308,0.30317914,0.348404,0.34455273,0.34743148,0.3360054,0.51517355,0.5061537,0.48578614,0.33500892,0.6652599,0.5490123,0.66618586,0
0.38310802,0.042733803,0.38061857,0.025818443,0.38170296,0.02629095,0.34130377,0.014513295,0.3401471,0.019965878,0.25798836,0.083552435,0.3097836,0.10048812,0.32578343,0.27182952,0.36298627,0.28379968,0.3954115,0.3940665,0.4593222,0.4446259,0.2977879,0.3585641,0.3533069,0.36357307,0.32949248,0.53951883,0.5051278,0.48372132,0.33855194,0.67039275,0.5493278,0.66614354,0
0.52929604,0.110892855,0.52666914,0.10629603,0.54281443,0.111287735,0.5009667,0.09537914,0.541211,0.0991753,0.40096283,0.13239677,0.53250206,0.0864185,0.35524023,0.25668737,0.63312054,0.15991934,0.412397,0.33447337,0.7258084,0.20632446,0.34549484,0.33907902,0.4421143,0.3366973,0.35704124,0.542967,0.5099999,0.5295444,0.34978282,0.68019783,0.49921677,0.7241132,0
0.5194174,0.22665736,0.512328,0.22454807,0.5265571,0.22498548,0.47624642,0.2120258,0.520479,0.21394762,0.37579864,0.23895869,0.51695013,0.19188556,0.29835147,0.32474655,0.6551229,0.16802609,0.25635362,0.44938254,0.73578274,0.23084843,0.40275964,0.42292225,0.49967954,0.427661,0.38667843,0.55901647,0.51565254,0.5670692,0.34446037,0.6735232,0.5065054,0.73953426,0
0.48925352,0.2316278,0.47707975,0.2265976,0.4981855,0.22956747,0.44759196,0.21810439,0.4932395,0.2200483,0.35568556,0.24823456,0.5015429,0.20055555,0.2847151,0.32239902,0.6446925,0.17487267,0.24617963,0.43464428,0.5725001,0.19785824,0.39283782,0.40901828,0.4918744,0.40721482,0.37769338,0.5508111,0.51149094,0.56704235,0.34544453,0.68101496,0.50903714,0.7401918,0
0.48139417,0.17384505,0.47164488,0.14880788,0.49179345,0.15759534,0.44726485,0.13517892,0.48607668,0.13565671,0.35237283,0.17442665,0.47442394,0.12329041,0.31589806,0.34721053,0.6338271,0.14378805,0.36441287,0.43952364,0.72689056,0.1780719,0.3105347,0.35013315,0.39866814,0.3393732,0.34784588,0.55042624,0.49225092,0.543975,0.32453412,0.6971551,0.5062349,0.74006784,0
0.53634274,0.1282141,0.53435194,0.11774123,0.54178274,0.12072742,0.50454545,0.08847658,0.5253606,0.099182114,0.37090808,0.11785369,0.50263745,0.096012734,0.36006397,0.24217182,0.6535053,0.15595785,0.39316446,0.31638074,0.7234611,0.18890259,0.27957508,0.34363735,0.36342257,0.33587763,0.35036314,0.5417432,0.47292387,0.5277933,0.33491343,0.69292593,0.49834138,0.71403074,0
0.5338557,0.13758357,0.53971326,0.12123709,0.54306436,0.1255356,0.51543677,0.08112937,0.52532494,0.09369364,0.3795274,0.10241759,0.44652867,0.12734465,0.4208033,0.22767523,0.453893,0.2393928,0.38094598,0.28794187,0.56887186,0.30540752,0.251791,0.33879814,0.32111475,0.3454773,0.3376181,0.50668156,0.4383245,0.50709236,0.33810934,0.6828973,0.3886091,0.6982538,0
0.54088277,0.09976759,0.5447998,0.082910515,0.5457783,0.08258051,0.50893027,0.056171548,0.5131201,0.055176243,0.4519007,0.11564496,0.43568903,0.11663167,0.41727814,0.27312225,0.3813483,0.26480132,0.4080859,0.39181,0.3982595,0.40897435,0.34173882,0.35404155,0.32066727,0.35032305,0.4065836,0.5080021,0.3993358,0.52199674,0.37651154,0.67422336,0.36819094,0.71212447,0
0.51575565,0.060640506,0.5265379,0.045160126,0.50171465,0.04632926,0.5166694,0.046354525,0.44967267,0.045295205,0.53782064,0.10887909,0.40268,0.13122919,0.66238856,0.12554261,0.3267394,0.2728301,0.71012545,0.14031538,0.27412152,0.41713923,0.43991384,0.36116624,0.36421344,0.35902187,0.47577363,0.51644033,0.40163013,0.5314641,0.44042552,0.66751194,0.38668734,0.716006,0
0.4728514,0.08138058,0.48772213,0.05075752,0.4484205,0.05829922,0.50145453,0.038966145,0.41854697,0.053354174,0.54796135,0.09035313,0.3848707,0.14880809,0.67840886,0.09969388,0.32342046,0.2842215,0.8012692,0.091850035,0.2597202,0.41386133,0.48848388,0.37082076,0.41108763,0.37887043,0.4728608,0.51038754,0.4686553,0.5387175,0.4452054,0.6096048,0.43128222,0.6828418,0
0.42096347,0.08796828,0.43567425,0.056912377,0.401823,0.0721064,0.4608731,0.04235921,0.381375,0.06633131,0.52674955,0.08789852,0.3544364,0.15603557,0.6775221,0.104809575,0.30793154,0.2851178,0.82284534,0.09821299,0.2556121,0.4148848,0.49000967,0.3737033,0.39525062,0.38220745,0.54730654,0.49445933,0.41169187,0.532037,0.47404683,0.6105441,0.42449293,0.65899926,0
0.4131392,0.0991179,0.42452556,0.067632645,0.39324135,0.082129344,0.45516655,0.047125828,0.38067135,0.07694325,0.52655494,0.090618476,0.3561831,0.16328801,0.66240203,0.10797748,0.32170123,0.28386602,0.7771337,0.10838179,0.27186897,0.40668517,0.50320727,0.37916863,0.41145724,0.39213026,0.5422839,0.50379074,0.4202796,0.53552264,0.5110725,0.63060606,0.42184794,0.68285286,0
0.42512387,0.10064431,0.44043708,0.06994247,0.40386638,0.07894386,0.47029743,0.049772456,0.38325727,0.06910739,0.53319365,0.09154308,0.35554737,0.16169609,0.67663693,0.10440639,0.31644833,0.28708643,0.77358216,0.10224643,0.27204326,0.39041933,0.5009098,0.37617585,0.40485048,0.39001548,0.55854106,0.5019008,0.40632805,0.54373854,0.5198972,0.62793577,0.41794252,0.68110204,0
0.4744744,0.057625107,0.4955067,0.0348725,0.4563398,0.03365307,0.5150913,0.028479135,0.42509314,0.025078092,0.560764,0.10202907,0.36958024,0.12199604,0.66408134,0.17376898,0.27051187,0.22919837,0.7521598,0.20349537,0.20388107,0.332896,0.48382604,0.3509904,0.37861344,0.35437998,0.54916143,0.49299443,0.40052912,0.52433324,0.51502746,0.62766576,0.42254254,0.66994685,0
0.58608407,0.084978625,0.6028728,0.07487504,0.57442856,0.056018364,0.602396,0.07756569,0.54533875,0.046967298,0.5839137,0.17849183,0.43909746,0.09677645,0.5791235,0.2950849,0.3342675,0.12937354,0.5926008,0.39416158,0.21693599,0.14127302,0.47231016,0.37092003,0.36395472,0.3508179,0.51078403,0.54079413,0.39100057,0.5332675,0.48379785,0.6479825,0.4235232,0.668334,0
0.6269741,0.17158934,0.6397747,0.16477802,0.63357425,0.15837686,0.63924515,0.146236,0.60493714,0.122917995,0.5856977,0.1726903,0.49191555,0.122251034,0.5323971,0.29037374,0.375141,0.07213783,0.5148361,0.34445697,0.36605763,0.0387381,0.44167882,0.35394892,0.3375948,0.33519575,0.49791574,0.5059681,0.3751611,0.52206504,0.4844541,0.6421385,0.41545904,0.6734855,0
0.62563217,0.14156216,0.63538027,0.13833426,0.62675446,0.12763712,0.62205625,0.13492358,0.5961969,0.112173304,0.5802611,0.15849134,0.5066687,0.11794576,0.69682616,0.12126219,0.4948451,0.07658891,0.6641579,0.11366554,0.56018513,0.063504905,0.41697413,0.3472436,0.31548795,0.32798004,0.46204433,0.49943495,0.3666349,0.52304316,0.47903717,0.619033,0.40896118,0.67029893,0
0.661862,0.17305884,0.6637163,0.16151643,0.66271496,0.1559073,0.6401411,0.13883598,0.62524354,0.12650958,0.59194446,0.17089215,0.5199641,0.15709081,0.5060036,0.23676108,0.41738302,0.17021999,0.43801937,0.2127509,0.4061337,0.18561226,0.43126816,0.35849386,0.3338241,0.34526718,0.46931142,0.50534856,0.3887142,0.5393964,0.47371328,0.6359221,0.40907356,0.68288535,0
0.6129236,0.15560856,0.6225103,0.13861215,0.60434496,0.13492817,0.5994322,0.123152636,0.55659896,0.11508324,0.6063718,0.18664372,0.44713748,0.16850238,0.67406094,0.27194768,0.3028532,0.25429958,0.77677715,0.25563765,0.2172198,0.33917794,0.4670183,0.35752448,0.36060756,0.35268065,0.5045258,0.51481223,0.409285,0.535168,0.47977185,0.6411334,0.4174248,0.6783773,0
0.5666639,0.14229152,0.58424246,0.1278739,0.55717146,0.1251635,0.57690006,0.11019498,0.51124847,0.10637988,0.5907894,0.1524734,0.43506306,0.16834569,0.6932095,0.17804801,0.30460972,0.2700586,0.7801361,0.20772754,0.21299116,0.3737553,0.47653303,0.35117635,0.3831719,0.35251543,0.5134862,0.50573736,0.42439434,0.5290953,0.4751756,0.62852573,0.41585577,0.6756665,0
0.5178257,0.12631774,0.530538,0.104595795,0.49765214,0.105935305,0.539566,0.09180537,0.46309516,0.09494319,0.5695486,0.1287455,0.40382594,0.17527263,0.69639134,0.14325106,0.30709672,0.28675985,0.8153349,0.1644834,0.23237252,0.40727744,0.5002302,0.36314833,0.41059512,0.37161565,0.5215929,0.5193279,0.41798347,0.5268093,0.49142468,0.63647056,0.41855705,0.6595999,0
0.49962866,0.09827621,0.52066624,0.07605448,0.48686528,0.07318671,0.55145514,0.06385228,0.47023448,0.059259735,0.6034148,0.12050849,0.4154906,0.12503655,0.69816273,0.16009676,0.34599027,0.21567194,0.8015001,0.17961936,0.30545577,0.28452447,0.53224254,0.3502768,0.43109107,0.35113773,0.5531309,0.4853229,0.42827627,0.49961266,0.50708973,0.6199195,0.41750443,0.6545918,0
0.60837007,0.11422652,0.6216271,0.09948718,0.5970279,0.09229083,0.60501146,0.091835946,0.5487305,0.073080316,0.6137943,0.16759114,0.4272245,0.1271384,0.6757085,0.28716153,0.29971012,0.16600063,0.6983187,0.36914557,0.22213104,0.25861079,0.48939914,0.35274506,0.3845238,0.33944485,0.52291554,0.5055779,0.40392244,0.51482385,0.49149746,0.6497915,0.403427,0.6650712,0
0.62072,0.10658061,0.63167024,0.100446954,0.6062898,0.08268805,0.62843,0.1006325,0.5706377,0.068564944,0.61527926,0.18751696,0.46061194,0.11781242,0.5955029,0.30005676,0.3000134,0.14389125,0.61080253,0.38209194,0.22575544,0.18735453,0.4842312,0.3554202,0.37067467,0.33003145,0.53873277,0.501289,0.40768728,0.5191565,0.48887026,0.64266336,0.411148,0.66715395,0
0.6193691,0.10834345,0.63771963,0.10144829,0.6119523,0.08408092,0.6414583,0.1084811,0.57664746,0.07378903,0.6016022,0.17739236,0.48637792,0.13112175,0.53559554,0.27214766,0.36482403,0.15678988,0.49421012,0.2748943,0.39572984,0.17436795,0.4740911,0.361973,0.37024078,0.34556192,0.5414369,0.5002945,0.41346154,0.5114135,0.48972866,0.6383204,0.41891283,0.66586506,0
